id,title,venue,year,authors,doi,Label,abstract
2270,trigger selection strategies to stabilize program verifiers,cav,2016,"K R M Leino, Clément PitClaudel",10.1007/978-3-319-41528-4_20,3,smt-based program verifiers often suffer from the so-called butterfly effect in which minor modifications to the program source cause significant instabilities in verification times which in turn may lead to spurious verification failures and a degraded user experience this paper identifies matching loops ill-behaved quantifiers causing an smt solver to repeatedly instantiate a small set of quantified formulas as a significant contributor to these instabilities and describes some techniques to detect and prevent them at their core the contributed techniques move the trigger selection logic away from the smt solver and into the high-level verifier: this move allows authors of verifiers to annotate rewrite and analyze user-written quantifiers to improve the solver s performance using information that is easily available at the source level but would be hard to extract from the heavily encoded terms that the solver works with the paper demonstrates three core techniques quantifier splitting trigger sharing and matching loop detection by extending the dafny verifier with its own trigger selection routine and demonstrates significant predictability and performance gains on both dafny s test suite and large verification efforts using dafny
2271,liveness of randomised parameterised systems under arbitrary schedulers,cav,2016,"Anthony W Lin, Philipp Rümmer",10.1007/978-3-319-41540-6_7,4,we consider the problem of verifying liveness for systems with a finite but unbounded number of processes commonly known as parameterised systems typical examples of such systems include distributed protocols e g for the dining philosopher problem unlike the case of verifying safety proving liveness is still considered extremely challenging especially in the presence of randomness in the system in this paper we consider liveness under arbitrary including unfair schedulers which is often considered a desirable property in the literature of self-stabilising systems we introduce an automatic method of proving liveness for randomised parameterised systems under arbitrary schedulers viewing liveness as a two-player reachability game between scheduler and process our method is a cegar approach that synthesises a progress relation for process that can be symbolically represented as a finite-state automaton the method is incremental and exploits both angluin-style l -learning and sat-solvers our experiments show that our algorithm is able to prove liveness automatically for well-known randomised distributed protocols including lehmann-rabin randomised dining philosopher protocol and randomised self-stabilising protocols such as the israeli-jalfon protocol to the best of our knowledge this is the first fully-automatic method that can prove liveness for randomised protocols
2272,from shape analysis to termination analysis in linear time,cav,2016,"Roman Manevich, Boris Dogadov, Noam Rinetzky",10.1007/978-3-319-41528-4_23,2,we present a novel algorithm to conservatively check whether a recursive heap-manipulating program terminates our algorithm can be used as a post-processing phase of any shape analysis satisfying some natural properties the running time of the post-processing phase is linear in the size of the output of the chosen shape analysis the main idea is to partition the unbounded but finite set of allocated objects in every state into a bounded set of regions and track the flow of objects between heap regions in every step of the program the algorithm proves the existence of the well-founded relation over states by showing that in every loop iteration at least one object which was allocated before entering the loop moves to a strictly lower-ranked heap region the partitioning of objects into regions the flow of objects between regions and the ranks of regions are computed automatically from the output of the underlying shape analysis our algorithm extends the state of the art in terms of complexity the class of supported data structures and its generality we successfully applied a prototype of our analysis to prove termination of a suite of benchmarks from existing literature including looping recursive and concurrent list manipulating programs looping list-sorting programs and looping programs that manipulate trees and graphs the overhead of the termination phase in our experiments is at most 14 of the overall analysis time
2273,pscv: a runtime verification tool for probabilistic systemc models,cav,2016,"Van Chan Ngo, Axel Legay, Vania Joloboff",10.1007/978-3-319-41528-4_5,1,this paper describes pscv a runtime verification tool for a class of systemc models which have inherent probabilistic characteristics the properties of interest are expressed using bounded linear temporal logic the various features of the tool including automatic monitor generation for producing execution traces of the model-under-verification mechanism for automatically instrumenting the model and the interaction with statistical model checker are presented
2274,precise and complete propagation based local search for satisfiability modulo theories,cav,2016,"Aina Niemetz, Mathias Preiner, Armin Biere",10.1007/978-3-319-41528-4_11,2,satisfiability modulo theories smt is essential for many applications in computer-aided verification a recent smt solving approach based on stochastic local search for the theory of quantifier-free fixed-size bit-vectors proved to be quite effective on hard satisfiable instances particularly in the context of symbolic execution however it still relies on brute-force randomization and restarts to achieve completeness in this paper we simplify extend and formalize the propagation-based variant of this approach we introduce a notion of essential inputs to lift the well-known concept of controlling inputs from the bit-level to the word-level which allows to prune search guided by a formal completeness proof for our propagation-based variant we obtain a clean simple and more precise algorithm which yields a substantial gain in performance as shown in our experimental evaluation
2276,counterexample guided abstraction refinement for stability analysis,cav,2016,"Hadi Zaatiti, Lina Ye, Philippe Dague, JeanPierre Gallois",https://www.semanticscholar.org/paper/a20252f32d2f8d1037619f1b0ddbb7da1c1e2927,1,in this paper we present a counterexample guided abstraction refinement cegar algorithm for stability analysis of polyhedral hybrid systems our results build upon a quantitative predicate abstraction and model-checking algorithm for stability analysis which returns a counterexample indicating a potential reason for instability the main contributions of this paper include the validation of the counterexample and refinement of the abstraction based on the analysis of the counterexample the counterexample returned by the quantitative predicate abstraction analysis is a cycle such that the product of the weights on its edges is greater than 1 validation involves checking if there exists an infinite diverging execution which follows the cycle infinitely many times unlike in the case of cegar for safety the validation problem is not a bounded model-checking problem using novel insights we present a simple characterization for the existence of an infinite diverging execution in terms of the satisfaction of a first order logic formula which can be efficiently solved similarly the refinement is more involved since there is a priori no bound on the number of predecessor computation steps that need to be performed to invalidate the abstract counterexample we present strategies for refinement based on the insights from the validation step we have implemented the validation and refinement algorithms and use the stability verification tool averist in the back end for performing the abstraction and model-checking we compare the cegar algorithm with averist and report experimental results demonstrating the benefits of counterexample guided refinement
2278,model based automatic code generation for nonlinear model predictive control,cav,2016,Behzad Samadi,10.1007/978-3-319-54292-8_8,1,this paper demonstrates a symbolic tool that generates c code for nonlinear model predictive controllers the optimality conditions are derived in a quick tutorial on optimal control a model based workflow using maplesim for modeling and simulation and maple for analysis and code generation is then explained in this paper we assume to have a control model of a nonlinear plant in maplesim the first step of the workflow is to get the equations of the control model from maplesim these equations are usually in the form of differential algebraic equations after converting the equations to ordinary differential equations the c code for the model predictive controller is generated using a tool created in maple the resulting c code can be used to simulate the control algorithm and program the hardware controller the proposed tool for automatic code generation for model predictive controllers is open and can be employed by users to create their own customized code generation tool
2279,probabilistic automated language learning for configuration files,cav,2016,"Mark Santolucito, Ennan Zhai, Ruzica Piskac",10.1007/978-3-319-41540-6_5,4,software failures resulting from configuration errors have become commonplace as modern software systems grow increasingly large and more complex the lack of language constructs in configuration files such as types and grammars has directed the focus of a configuration file verification towards building post-failure error diagnosis tools in addition the existing tools are generally language specific requiring the user to define at least a grammar for the language models and explicit rules to check in this paper we propose a framework which analyzes datasets of correct configuration files and derives rules for building a language model from the given dataset the resulting language model can be used to verify new configuration files and detect errors in them our proposed framework is highly modular does not rely on the system source code and can be applied to any new configuration file type with minimal user input our tool named configc relies on an abstract representation of language rules to allow for this modularity configc supports learning of various rules such as orderings value relations type errors or user defined rules by using a probabilistic type inference strategy and defining a small interface for the rule type
2280,reduce the complexity of the polyhedron minimization using the max plus pruning method,cav,2016,Yassamine Seladji,10.1007/978-3-319-54292-8_9,1,the polyhedral analysis is widely used for the static analysis of programs thanks to its expressiveness but it is also time consuming to deal with that a sub-polyhedral analysis has been developed which offers a good tread off between expressiveness and sufficiency this analysis is based on a set of directions which is defined statically at the beginning of the analysis more the cardinality of is big more the precision of the result is high even if the set is big the sub-polyhedral analysis can be done in a linear time the bottleneck is that to construct the resulting polyhedron with a large number of constraints one constraints per direction is time consuming in this article we present a minimization method that allows to deal with that using the max plus pruning method we demonstrate the efficiency of our method on some benchmarks the first results are very encouraging
2281,bigrapher: rewriting and analysis engine for bigraphs,cav,2016,"Michele Sevegnani, Muffy Calder",10.1007/978-3-319-41540-6_27,4,bigrapher is a suite of open-source tools providing an efficient implementation of rewriting simulation and visualisation for bigraphs a universal formalism for modelling interacting systems that evolve in time and space and first introduced by milner bigrapher consists of an ocaml library that provides programming interfaces for the manipulation of bigraphs their constituents and reaction rules and a command-line tool capable of simulating bigraphical reactive systems brss and computing their transition systems other features are native support for both bigraphs and bigraphs with sharing stochastic reaction rules rule priorities instantiation maps parameterised controls predicate checking graphical output and integration with the probabilistic model checker prism
2283,progressive reasoning over recursively-defined strings,cav,2016,"MinhThai Trinh, DucHiep Chu, Joxan Jaffar",10.1007/978-3-319-41528-4_12,1,we consider the problem of reasoning over an expressive constraint language for unbounded strings the difficulty comes from recursively defined functions such as replace making state-of-the-art algorithms non-terminating our first contribution is a progressive search algorithm to not only mitigate the problem of non-terminating reasoning but also guide the search towards a minimal solution when the input formula is in fact satisfiable we have implemented our method using the state-of-the-art z3 framework importantly we have enabled conflict clause learning for string theory so that our solver can be used effectively in the setting of program verification finally our experimental evaluation shows leadership in a large benchmark suite and a first deployment for another benchmark suite which requires reasoning about string formulas of a class that has not been solved before
2285,bfs-based model checking of linear-time properties with an application on gpus,cav,2016,Anton Wijs,10.1007/978-3-319-41540-6_26,1,efficient algorithms have been developed to model check liveness properties such as the well-known nested depth-first search which uses a depth-first search dfs strategy however in some settings dfs is not a suitable option for instance when considering distributed model checking on a cluster or many-core model checking using a graphics processing unit gpu breadth-first search bfs is a more natural choice at least for basic reachability analysis liveness property checking however requires the detection of accepting cycles and bfs is not very suitable to detect these on-the-fly in this paper we consider how a model checker that completely runs on a gpu can be extended to efficiently verify whether finite-state concurrent systems satisfy liveness properties we exploit the fact that the state space is the product of the behaviour of several parallel automata the result of this work is the very first gpu-based model checker that can check liveness properties
2286,a practical verification framework for preemptive os kernels,cav,2016,"Fengwei Xu, Ming Fu, Xinyu Feng, Xiaoran Zhang, Hui Zhang, Zhaohui Li",10.1007/978-3-319-41540-6_4,1,we propose a practical verification framework for preemptive os kernels the framework models the correctness of api implementations in os kernels as contextual refinement of their abstract specifications it provides a specification language for defining the high-level abstract model of os kernels a program logic for refinement verification of concurrent kernel code with multi-level hardware interrupts and automated tactics for developing mechanized proofs the whole framework is developed for a practical subset of the c language we have successfully applied it to verify key modules of a commercial preemptive os c/os-ii 2 including the scheduler interrupt handlers message queues and mutexes etc we also verify the priority-inversion-freedom pif in c/os-ii all the proofs are mechanized in coq to our knowledge our work is the first to verify the functional correctness of a practical preemptive os kernel with machine-checkable proofs
2287,under-approximating backward reachable sets by polytopes,cav,2016,"Bai Xue, Zhikun She, Arvind Easwaran",10.1007/978-3-319-41528-4_25,1,under-approximations are useful for falsification of safety properties for nonlinear hybrid systems by finding counter-examples polytopic under-approximations enable analysis of these properties using reasoning in the theory of linear arithmetic given a nonlinear system a target region of the simply connected compact type and a time duration we in this paper propose a method using boundary analysis to compute an under-approximation of the backward reachable set the under-approximation is represented as a polytope the polytope can be computed by solving linear program problems we test our method on several examples and compare them with existing methods the results show that our method is highly promising in under-approximating reachable sets furthermore we explore some directions to improve the scalability of our method
2288,leveraging parallel data processing frameworks with verified lifting,cav,2016,"Maaz Bin Safeer Ahmad, Alvin Cheung",10.4204/eptcs.229.7,2,many parallel data frameworks have been proposed in recent years that let sequential programs access parallel processing to capitalize on the benefits of such frameworks existing code must often be rewritten to the domain-specific languages that each framework supports this rewriting-tedious and error-prone-also requires developers to choose the framework that best optimizes performance given a specific workload this paper describes casper a novel compiler that automatically retargets sequential java code for execution on hadoop a parallel data processing framework that implements the mapreduce paradigm given a sequential code fragment casper uses verified lifting to infer a high-level summary expressed in our program specification language that is then compiled for execution on hadoop we demonstrate that casper automatically translates java benchmarks into hadoop the translated results execute on average 3 3x faster than the sequential implementations and scale better as well to larger datasets
2289,sygus-comp 2016: results and analysis,cav,2016,"Rajeev Alur, Dana Fisman, Rishabh Singh, Armando SolarLezama",10.4204/eptcs.229.13,1,syntax-guided synthesis sygus is the computational problem of finding an implementation f that meets both a semantic constraint given by a logical formula varphi in a background theory t and a syntactic constraint given by a grammar g which specifies the allowed set of candidate implementations such a synthesis problem can be formally defined in sygus-if a language that is built on top of smt-lib the syntax-guided synthesis competition sygus-comp is an effort to facilitate bring together and accelerate research and development of efficient solvers for sygus by providing a platform for evaluating different synthesis techniques on a comprehensive set of benchmarks in this year s competition we added a new track devoted to programming by examples this track consisted of two categories one using the theory of bit-vectors and one using the theory of strings this paper presents and analyses the results of sygus-comp 16
2291,what you really need to know about your neighbor,cav,2016,"Werner Damm, Bernd Finkbeiner, Astrid Rakow",10.4204/eptcs.229.4,5,a fundamental question in system design is to decide how much of the design of one component must be known in order to successfully design another component of the system we study this question in the setting of reactive synthesis where one constructs a system implementation from a specification given in temporal logic in previous work we have shown that the system can be constructed compositionally one component at a time if the specification admits a dominant as explained in introduction strategy for each component in this paper we generalize the approach to settings where dominant strategies only exist under certain assumptions about the future behavior of the other components we present an incremental synthesis method based on the automatic construction of such assumptions
2293,a high-level ltl synthesis format: tlsf v1 1,cav,2016,"Swen Jacobs, Felix Klein, Sebastian Schirmer",10.4204/eptcs.229.10,1,we present the temporal logic synthesis format tlsf a high-level format to describe synthesis problems via linear temporal logic ltl the format builds upon standard ltl but additionally allows to use high-level constructs such as sets and functions to provide a compact and human-readable representation furthermore the format allows to identify parameters of a specification such that a single description can be used to define a family of problems additionally we present a tool to automatically translate the format into plain ltl which then can be used for synthesis by a solver the tool also allows to adjust parameters of the specification and to apply standard transformations on the resulting formula
2294,the reactive synthesis competition: syntcomp 2016 and beyond,cav,2016,"Swen Jacobs, Roderick Bloem",10.4204/eptcs.229.11,1,we report on the design of the third reactive synthesis competition syntcomp 2016 including a major extension of the competition to specifications in full linear temporal logic we give a brief overview of the synthesis problem as considered in syntcomp and present the rules of the competition in 2016 as well as the ideas behind our design choices furthermore we evaluate the recent changes to the competition based on the experiences with syntcomp 2016 finally we give an outlook on further changes and extensions of the competition that are planned for the future
2295,the 3rd reactive synthesis competition syntcomp 2016 : benchmarks participants &amp results,cav,2016,"Swen Jacobs, Roderick Bloem, Romain Brenguier, Ayrat Khalimov, Felix Klein, Robert Könighofer, Jens Kreber, Alexander Legg, Nina Narodytska, Guillermo A Pérez, JeanFrançois Raskin, Leonid Ryzhyk, Ocan Sankur, Martina Seidl, Leander Tentrup, Adam Walker",10.4204/eptcs.229.12,1,we report on the benchmarks participants and results of the third reactive synthesis competition syntcomp 2016 the benchmark library of syntcomp 2016 has been extended to benchmarks in the new ltl-based temporal logic synthesis format tlsf and 2 new sets of benchmarks for the existing aiger-based format for safety specifications the participants of syntcomp 2016 can be separated according to these two classes of specifications and we give an overview of the 6 tools that entered the competition in the aiger-based track and the 3 participants that entered the tlsf-based track we briefly describe the benchmark selection evaluation scheme and the experimental setup of syntcomp 2016 finally we present and analyze the results of our experimental evaluation including a comparison to participants of previous competitions and a legacy tool
2297,symbolic bdd and add algorithms for energy games,cav,2016,"Shahar Maoz, Or Pistiner, Jan Oliver Ringert",10.4204/eptcs.229.5,1,energy games which model quantitative consumption of a limited resource e g time or energy play a central role in quantitative models for reactive systems reactive synthesis constructs a controller which satisfies a given specification if one exists for energy games a synthesized controller ensures to satisfy not only the safety constraints of the specification but also the quantitative constraints expressed in the energy game a symbolic algorithm for energy games recently presented by chatterjee et al is symbolic in its representation of quantitative values but concrete in the representation of game states and transitions in this paper we present an algorithm that is symbolic both in the quantitative values and in the underlying game representation we have implemented our algorithm using two different symbolic representations for reactive games binary decision diagrams bdd and algebraic decision diagrams add we investigate the commonalities and differences of the two implementations and compare their running times on specifications of energy games
2298,developing a practical reactive synthesis tool: experience and lessons learned,cav,2016,"Leonid Ryzhyk, Adam Walker",10.4204/eptcs.229.8,3,we summarise our experience developing and using termite the first reactive synthesis tool intended for use by software development practitioners we identify the main barriers to making reactive synthesis accessible to software developers and describe the key features of termite designed to overcome these barriers including an imperative c-like specification language an interactive source-level debugger and a user-guided code generator based on our experience applying termite to synthesising real-world reactive software we identify several caveats of the practical use of the reactive synthesis technology we hope that these findings will help define the agenda for future research on practical reactive synthesis
2299,computer aided verification - 28th international conference cav 2016 toronto on canada july 17-23 2016 proceedings part i,cav,2016,"Swarat Chaudhuri, Azadeh Farzan",https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,1,the two-volume set lncs 9779 and lncs 9780 constitutes the refereed proceedings of the 28th international conference on computer aided verification cav 2016 held in toronto on usa in july 2016 the total of 46 full and 12 short papers presented in the proceedings was carefully reviewed and selected from 195 submissions the papers were organized in topical sections named: probabilistic systems synthesis constraint solving model checking program analysis timed and hybrid systems verification in practice concurrency and automata and games
2300,computer aided verification - 28th international conference cav 2016 toronto on canada july 17-23 2016 proceedings part ii,cav,2016,"Swarat Chaudhuri, Azadeh Farzan",https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,1,the two-volume set lncs 9779 and lncs 9780 constitutes the refereed proceedings of the 28th international conference on computer aided verification cav 2016 held in toronto on usa in july 2016 the total of 46 full and 12 short papers presented in the proceedings was carefully reviewed and selected from 195 submissions the papers were organized in topical sections named: probabilistic systems synthesis constraint solving model checking program analysis timed and hybrid systems verification in practice concurrency and automata and games
2301,proceedings fifth workshop on synthesis synt cav 2016 toronto canada july 17-18 2016,cav,2016,"Bernd Finkbeiner, Felix Klein",https://www.semanticscholar.org/paper/35875b700e12c83704c9de2059d7f92813634e35,1,the synt workshop aims to bring together researchers interested in the broad area of synthesis of computing systems the goal is to foster the development of frontier techniques in automating the development of computing system contributions of interest include algorithms complexity and decidability analysis as well as reproducible heuristics implemented tools and experimental evaluation application domains include software hardware embedded and cyberphysical systems computation models include functional reactive hybrid and timed systems identifying formalizing and evaluating synthesis in particular application domains is encouraged the fifth iteration of the workshop took place in toronto canada it was co-located with the 28th international conference on computer aided verification the workshop included twelve contributed talks and two invited talks in addition it featured a special session about the syntax-guided synthesis competition sygus and the syntcomp synthesis competition
2302,if at first you don&apos t succeed: extended monitorability through multiple executions,lics,2025,"Antonis Achilleos, Adrian Francalanza, Jasmine Xuereb",https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,3,this paper studies the extent to which branching-time properties can be adequately verified using runtime monitors we depart from the classical setup where monitoring is limited to a single system execution and investigate the enhanced observational capabilities when monitoring a system over multiple runs to ensure generality in our results we focus on branching-time properties expressed in the modal mu-calculus a well-studied foundational logic that is used by state-of-the-art model checkers our results show that the proposed setup can systematically extend previously established monitorability limits for branching-time properties we then validate our results by instantiating them to verify actor-based systems we also prove bounds that capture the correspondence between the syntactic structure of a property and the number of required system runs
2303,convergence laws for extensions of first-order logic with averaging,lics,2025,"Sam AdamDay, Michael Benedikt, Alberto Larrauri",10.1109/lics65433.2025.00067,1,for many standard models of random structure first-order logic sentences exhibit a convergence phenomenon on random inputs the most well-known example is for random graphs with constant edge probability where the probabilities of first-order sentences converge to 0 or 1 in other cases such as certain sparse random graph models the probabilities of sentences converge although not necessarily to 0 or 1 in this work we deal with extensions of first-order logic with aggregate operators variations of averaging these logics will consist of real-valued terms and we allow arbitrary lipschitz functions to be used as connectives we show that some of the well-known convergence laws extend to this setting
2306,multiplicative rewards in markovian models,lics,2025,"Christel Baier, Krishnendu Chatterjee, Tobias Meggendorfer, Jakob Piribauer",10.1109/lics65433.2025.00044,3,this paper studies the expected value of multiplicative rewards where rewards obtained in each step are multiplied instead of the usual addition in markov chains mcs and markov decision processes mdps one of the key differences to additive rewards is that the expected value may diverge to not only due to recurrent but also due to transient states for mcs computing the value is shown to be possible in polynomial time given an oracle for the comparison of succinctly represented integers csri which is only known to be solvable in polynomial time subject to number-theoretic conjectures interestingly distinguishing whether the value is or 0 is at least as hard as csri while determining if it is one of these two can be done in polynomial time in mdps the optimal value can be computed in polynomial space further refined complexity results and results on the complexity of optimal schedulers are presented the techniques developed for mdps additionally allow to solve the multiplicative variant of the stochastic shortest path problem finally for mcs and mdps where an absorbing state is reached almost surely all considered problems are solvable in polynomial time
2307,pushdown model checking above the cubic bottleneck,lics,2025,"A R Balasubramanian, Dmitry Chistikov, Rupak Majumdar",10.1109/lics65433.2025.00053,2,it is well known that various problems in program analysis and the verification of recursive programs can be reduced to pushdown model checking in this problem we are given as input a pushdown automaton pda over a constant-sized stack alphabet representing the program and a description of undesirable behaviors given by an intersection of nfas and the problem is to decide if there is a behavior of the pda that belongs to the set of undesirable behaviors it is well-known that there is an algorithm for this problem that runs in time o n2k n3k where n is the maximum number of states of the pda and the nfas is the common alphabet of these machines and k 1 is the number of nfas used to specify the violations despite the importance of this problem no better algorithm is known for it since the 1960s in this paper we provide an explanation for this lack of progress using the lens of fine-grained complexity theory more precisely we prove that if the combinatorial 3k-clique hypothesis is true then there is no algorithm that solves pushdown model checking in time o n2k n3k 1 for any 0 hence our result implies that any better algorithm for pushdown model checking than the existing ones would lead to a breakthrough for the 3k-clique problem our lower bound applies even in the case when all the machines are deterministic and even when the pda is simply a deterministic one-counter machine furthermore using the same hypothesis we also show that pushdown model checking over constant-sized input alphabets cannot be solved in time faster than o n3 k 1 for 0 finally we also investigate the possibility of an o n3k time algorithm for pushdown model checking where n is the total bit size of the given input we formulate a new hypothesis the 2npda k hypothesis that helps explain the lack of o n3k time algorithms for pushdown model checking to corroborate this hypothesis we show a web of linear-time reductions between the 2npda k hypothesis pushdown model checking and other problems in language theory and automata theory
2308,classical simulation of quantum csp strategies,lics,2025,"Demian Banakh, Lorenzo Ciardo, Marcin Kozik, Jan Tułowiecki",10.1109/lics65433.2025.00035,1,we prove that any perfect quantum strategy for the two-prover game encoding a constraint satisfaction problem csp can be simulated via a perfect classical strategy with an extra classical communication channel whose size depends only on i the size of the shared quantum system used in the quantum strategy and ii structural parameters of the csp template the result is obtained via a combinatorial characterisation of perfect classical strategies with extra communication channels and a geometric rounding procedure for the projection-valued measurements involved in quantum strategies a key intermediate step of our proof is to establish that the gap between the classical chromatic number of graphs and its quantum variant is bounded when the quantum strategy involves shared quantum information of bounded size
2309,p is sandwiched by one and two 2dnf calls: is subtraction stronger than we thought,lics,2025,"Max Bannach, Erik D Demaine, Timothy Gomez, Markus Hecher",10.1109/lics65433.2025.00010,3,the canonical class in the realm of counting complexity is p it is well known that the problem of counting the models of a propositional formula in disjunctive normal form dnf is complete for p under turing reductions on the other hand dnf spanl and spanl p unless dnfnl npis a strict hence the class of functions logspace-reducible to subset of p under plausible complexity-theoretic assumptions by contrast we show that two calls to a restricted 2dnf oracle suffice to capture gapp namely that the logspace many-one closure of the subtraction between the results of two 2dnf calls is gapp because p gapp p is strictly contained between one and two 2dnf oracle calls surprisingly the propositional formulas needed in both calls are linear-time computable and the reduction preserves interesting structural as well as symmetry properties leading to algorithmic applications we show that a single subtraction suffices to compensate for the absence of negation while still capturing gapp i e our results carry over to the monotone fragments of 2sat and 2dnf since our reduction is linear-time it preserves sparsity and as a consequence we obtain a sparsification lemma for both 2sat and 2dnf this has only been known for ksat with k 3 and respective counting versions we further show that both single call if we allow a little postprocessing computable by ac0 -or tc0-circuits consequently we derive refined versions of toda s theorem: text ph subseteq text mon 2 text sat text t text c 0 log text mon 2 text dnf text t text c 0 log our route to these results is via structure-aware reductions that preserve parameters like treewidth up to an additive overhead the absence of multiplicative overhead indeed yields parameterized seth-tight lower bounds
2310,proof compression via subatomic logic and guarded substitutions,lics,2025,"Victoria Barrett, Alessio Guglielmi, Benjamin Ralph, Lutz Straßburger",10.1109/lics65433.2025.00021,2,subatomic logic is a recent innovation in structural proof theory where atoms are no longer the smallest entity in a logical formula but are instead treated as binary connectives as a consequence we can give a subatomic proof system for propositional classical logic such that all derivations are strictly linear: no inference step deletes or adds information even units in this paper we introduce a powerful new proof compression mechanism that we call guarded substitutions a variant of explicit substitutions which substitute only guarded occurrences of a free variable instead of all free occurrences this allows us to construct superpositions of derivations which simultaneously represent multiple subderivations we show that a subatomic proof system with guarded substitution can p-simulate a frege system with substitution and moreover the cut-rule is not required to do so
2311,complete quantum relational hoare logics from optimal transport duality,lics,2025,"Gilles Barthe, Minbo Gao, Theo Wang, Li Zhou",10.1109/lics65433.2025.00072,1,we introduce a quantitative relational hoare logic for quantum programs assertions of the logic range over a new infinitary extension of positive semidefinite operators we prove that our logic is sound and complete for bounded postconditions and almost surely terminating programs our completeness result is based on a quantum version of the duality theorem from optimal transport we also define a complete embedding into our logic of a relational hoare logic with projective assertions
2312,naturality for higher-dimensional path types,lics,2025,"Thibaut Benjamin, Ioannis Markakis, Wilfred Offord, Chiara Sarti, Jamie Vicary",10.1109/lics65433.2025.00028,1,we define a naturality construction for the operations of weak -categories as a meta-operation in a dependent type theory our construction has a geometrical motivation as a local tensor product with a directed interval and behaves logically as a globular analogue of reynolds parametricity our construction operates as a power tool to support construction of terms with geometrical structure and we use it to define composition operations for cylinders and cones in -categories the machinery can generate terms of high complexity and we have implemented our construction in a proof assistant which verifies that the generated terms have the correct type all our results can be exported to homotopy type theory allowing the explicit computation of complex path type inhabitants
2313,the identity problem in virtually solvable matrix groups over algebraic numbers,lics,2025,"Corentin Bodart, Ruiwen Dong",10.1109/lics65433.2025.00026,1,the tits alternative states that a finitely generated matrix group either contains a nonabelian free subgroup f2 or it is virtually solvable this paper considers two decision problems in virtually solvable matrix groups: the identity problem does a given finitely generated subsemigroup contain the identity matrix and the group problem is a given finitely generated subsemigroup a group we show that both problems are decidable in virtually solvable matrix groups over the field of algebraic numbers overline mathbb q our proof also extends the decidability result for nilpotent groups by bodart ciobanu metcalfe and shaffrir and the decidability result for metabelian groups by dong stoc 24 since the identity problem and the group problem are known to be undecidable in matrix groups containing f2 f2 our result significantly reduces the decidability gap for both decision problems
2314,graphs of unbounded linear cliquewidth must transduce all trees,lics,2025,"Mikołaj Bojanczyk, Pierre Ohlmann",10.1109/lics65433.2025.00058,3,the pathwidth theorem states that if a class of graphs has unbounded pathwidth then it contains all trees as graph minors we prove a similar result for dense graphs: if a class of graphs has unbounded linear cliquewidth then it can produce all trees via some fixed mso transduction
2315,effectful mealy machines: bisimulation and trace,lics,2025,"Filippo Bonchi, Elena Di Lavore, Mario Román",10.1109/lics65433.2025.00047,1,we introduce effectful mealy machines - a general notion of mealy machine with global effects - and give them semantics in terms of both bisimilarity and traces bisimilarity of effectful mealy machines is characterized syntactically via free uniform feedback traces of effectful mealy machines are given a novel semantic coinductive universe in terms of effectful streams we prove that this framework generalizes standard causal processes and captures existing flavours of mealy machine bisimilarity and trace
2316,functional stream semantics for a synchronous block-diagram compiler,lics,2025,"Timothy Bourke, Paul Jeanmaire, Marc Pouzet",10.1109/lics65433.2025.00052,1,synchronous block-diagram languages have long been formalized as fixpoints of equations defining stream functions we apply this approach to a compiler verified in an interactive theorem prover allowing us to restate its end-to-end correctness theorem: if a program is accepted and has no runtime errors its input/output behavior is preserved in the generated code in a functional semantics it is necessary to model all possible behaviors including erroneous ones we show that static typing and dependency analyses correctly rule out all errors except those arising from logical and arithmetic operators our definitions supplement existing formal ones especially for the reset operator which is both useful in itself and a basis of advanced control structures
2317,probabilistic strategies: definability and the tensor completeness problem,lics,2025,"Nathan Bowler, Sergey Goncharov, Paul Blain Levy",10.1109/lics65433.2025.00043,3,programs that combine i/o and countable probabilistic choice modulo either bisimilarity or trace equivalence can be seen as describing a probabilistic strategy for well-founded programs we might expect to axiomatize bisimilarity via a sum of equational theories and trace equivalence via a tensor of such theories this is by analogy with similar results for nondeterminism established previously while bisimilarity is indeed axiomatized via a sum of theories and the tensor is indeed at least sound for trace equivalence completeness in general remains an open problem nevertheless we show completeness in the case that either the probabilistic choice or the i/o operations used are finitary we also show completeness up to impersonation i e that the tensor theory regards trace equivalent programs as solving the same system of equations this entails completeness up to the cancellation law of the probabilistic choice operator furthermore we show that a probabilistic trace strategy arises as the semantics of a well-founded program iff it is victorious this means that when the strategy is played against any partial counterstrategy the probability of play continuing forever is zero we link our results and open problem to particular monads that can be used to model computational effects
